ECcode,OutsideFarm-11,TxAntibiotic-9,Baseline-26,Baseline-25,OutsideFarm-1,Neg-DNAextr,Baseline-17,TxAntibiotic-1,OutsideFarm-13,Baseline-9,TxAntibiotic-10,OutsideFarm-9,Baseline-24,Baseline-14,Baseline-1,TxAntibiotic-4,Baseline-32,Baseline-4,TxAntibiotic-8,Baseline-30,Neg-DNAextr,Baseline-15,OutsideFarm-2,Neg-DNAextr,Baseline-6,Baseline-33,Baseline-29,Baseline-2,Neg-DNAextr,Baseline-8,Baseline-19,Baseline-28,Baseline-18,Baseline-31,OutsideFarm-4,SequencingBlank,TxAntibiotic-3,Neg-DNAextr,TxAntibiotic-5,Baseline-23,TxAntibiotic-6,Baseline-22,Baseline-27,TxAntibiotic-7,Baseline-12,Baseline-21,Neg-DNAextr,Baseline-20,OutsideFarm-5,Baseline-16,OutsideFarm-7,Kefir,OutsideFarm-6,Baseline-5,OutsideFarm-10,Baseline-13,Baseline-7,OutsideFarm-12,Baseline-3,TxAntibiotic-11,OutsideFarm-8,TxAntibiotic-12,TxAntibiotic-2,OutsideFarm-3,Baseline-10,Baseline-11
4.2.1.82,76.256,45.661,17.113,56.004,72.414,1.1858,66.384,43.292,170.34,86.242,23.425,130.14,67.305,55.059,66.417,38.639,51.445,128.34,16.456,49.102,0,18.815,50.204,3.534,60.8,34.237,58.294,75.827,0,84.002,29.559,48.79,22.274,32.443,51.467,2.2997,80.461,1.166,73.517,40.235,47.128,23.372,109.9,28.161,86.142,50.051,1.1789,57.258,56.084,72.007,63.948,55.023,66.464,74.776,58.396,121.46,49.257,29.316,65.533,15.118,55.12,33.657,102.68,73.996,52.591,68.017
4.2.1.84,2975.2,800.83,477.95,2807.2,2741.2,55.731,2739.2,2065.1,3533.3,3164.1,1536.7,6604.2,2327.8,2153.2,2900.2,1929.6,2880.9,5088.7,1209.5,2462.1,95.584,926.62,2213.6,62.434,2442.5,1020,3103.6,2141.8,34.833,3958.7,1595,5007.9,1521.6,882.91,2602.6,31.045,2601.6,51.306,2961.7,1310,1405.6,1525,3122.8,956.31,2895.1,2024.2,40.083,2429.4,2163.9,4069,1556.8,24545,2891.7,3482.9,2049.7,4831.4,2315.1,1094.1,2607.3,783.81,1816.6,1788.5,2952.2,2568.7,2370.1,2540.1
4.2.1.9,10341,3870.7,2894.6,8631.6,8129,215.81,12924,5989.5,23384,9374.7,9737.7,21672,9288.1,6836.7,8551.4,5402.4,8786.6,16907,4270.4,7581.6,855.59,2884.5,7187.3,209.68,6861,4199.3,9666.3,6680.9,177.65,12365,4431.5,17777,4835.7,6057.5,7231.1,163.28,8513.7,181.9,9183.8,4283.8,4805.9,4153.1,14126,5423.4,8844.7,8710.1,153.26,7039.2,6314.1,11644,7584.2,3.17E+05,7918.5,10261,5506.8,15260,6486.7,4361.1,7360.7,3260.8,5369,5935.2,9793.5,7970.4,7556.7,7275.5
4.2.1.90,51.619,5.854,3.6672,22.168,21.023,0,53.573,23.401,29.924,26.805,15.226,27.212,30.171,18.744,38.452,14.05,33.907,30.612,3.5263,90.02,1.1657,2.3518,12.843,0,16.369,12.986,26.815,6.9994,1.1611,15.381,10.641,8.1317,18.757,10.428,8.188,0,27.986,0,39.676,18.934,20.029,3.5057,59.626,10.56,26.774,13.968,0,17.528,23.368,14.165,8.1388,707.1,19.822,14.02,15.183,16.51,29.32,12.899,23.404,17.444,7.0366,38.299,22.17,14.095,12.856,34.009
4.2.1.96,1365.6,508.13,316.6,1025.6,1025.5,27.272,1351,762.87,1934.7,1185.2,1017.8,2398.2,1022.3,830.57,1060.3,677.93,1276.8,1976.8,481.93,982.04,57.117,342.19,818.44,20.026,848.86,548.97,1021.3,834.1,22.061,1370.1,528.52,1852.9,500.57,675.51,894.83,20.697,931.71,23.321,1166.9,520.68,562,479.12,1591.2,571.44,1323.6,1132.6,23.578,906.78,774.66,1482.6,944.1,14348,952.65,1312.1,691.41,1820.8,775.21,589.85,847.24,339.57,649.72,725.37,1214.7,950.2,909.24,899.47
4.2.2.2,202.95,77.326,88.305,183.84,188.85,8.0309,251.05,145.68,713.14,194.91,260.88,267.18,144.65,148.7,232.04,81.39,235.97,243.11,126.5,176.85,10.038,70.319,143.7,5.0249,117.56,103.4,203.97,130.65,5.0175,184.81,86.444,313.75,84.387,172.56,164.76,6.0271,169.76,3.0091,198.9,95.475,114.54,87.417,372.69,172.73,180.78,173.8,2.0099,148.76,137.63,198.9,158.66,3629.3,170.86,210.04,108.55,239.06,131.64,77.325,147.69,75.349,115.5,116.55,196.94,141.68,144.68,142.72
4.2.2.3,1390.5,601.54,459.59,1216.5,1335,33.128,1924.1,929.31,2290.1,1354.3,1508.1,3782.6,1550,1039.9,1327.9,787.77,1282.3,2726.4,763,1043,131.5,489.22,1020,34.169,965.58,664.54,1272,902.52,23.08,2020.9,621.19,3099.3,703.23,1102.6,1004.6,27.122,1222.5,26.079,1361.2,721.59,842.95,647.09,2199,978.13,1270.5,1403.5,24.119,987.05,966.45,1934.8,1319.5,40107,1122.6,1445.2,808.07,2551.3,1008.9,736.1,1166.4,545.53,817.55,768.65,1509.2,1150.5,1042.9,1086.5
4.2.2.6,231.08,155.66,103.36,183.84,205.93,8.0309,354.49,136.63,640.82,230.08,216.73,321.41,204.93,174.82,267.19,124.6,210.87,286.31,133.52,214.02,21.081,73.333,180.89,4.0199,136.65,126.48,228.08,146.73,3.0105,169.74,121.63,479.68,95.438,239.78,174.81,2.009,192.87,9.0273,243.1,94.47,105.49,125.6,354.61,192.81,213.92,217,4.0199,152.78,143.66,169.77,181.76,8960.4,191.96,214.06,112.57,279.24,156.77,129.54,152.71,113.53,126.55,113.54,250.2,145.69,141.67,162.82
4.2.3.1,1831.7,571.49,318.1,1325.1,1317.1,24.093,2045.6,912.23,4806.2,1576.4,1932.6,2431.8,1311.9,942.53,1402.3,792.8,1714.2,2118.7,577.27,1293.3,82.316,392.86,1057.2,25.125,1180.6,585.24,1760.3,947.74,24.084,1477.5,658.39,2902.4,637.01,602,1146.3,30.135,1236.7,35.106,1391.3,633.24,673.24,662.16,2248.2,786.32,1348.9,1451.8,25.124,1064.4,969.64,1603.4,1280.3,32521,1166.9,1597.9,923.65,1958.8,1051.2,588.55,1161.4,467.57,747.24,919.36,1604.9,1213.8,1091.1,1068.4
4.2.3.12,0,0,1.0035,0,0,0,0,0,1.0044,0,0,0,0,0,1.0045,0,0,0,0,1.0049,0,0,0,0,0,2.0077,0,0,0,0,0,0,0,0,0,0,3.0139,0,0,0,1.0048,0,0,0,0,0,0,3.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2.3.153,258.22,58.253,75.26,173.8,158.73,7.027,249.05,89.414,170.75,192.9,138.47,656.91,171.78,147.71,195.87,125.6,212.89,465.14,126.5,149.73,11.042,43.205,170.84,3.0149,145.69,87.334,214.01,159.8,4.014,329.44,84.434,387.19,104.49,66.22,138.64,2.009,146.68,8.0243,203.93,101.52,119.58,97.465,244.11,90.381,191.84,161.75,3.0149,157.81,132.63,283.3,145.61,5250.9,168.85,246.22,103.52,388.75,164.82,63.274,174.81,116.89,98.427,120.57,242.19,175.84,214.01,180.91
4.2.3.3,752.56,465.02,334.15,617.85,595.74,15.058,962.04,472.19,1148.1,714.34,867.94,1146.1,738.33,501.41,692.09,439.1,576.41,1128.2,355.4,514.49,39.15,290.38,492.41,18.09,479.27,507.94,699.32,495.48,15.052,735.22,295.52,1156.5,353.67,814.7,468.16,15.068,651.01,25.076,677.07,379.94,397.91,379.81,1379.3,621.62,673.95,930.34,19.094,569.91,474.27,660.03,687.87,19443,548.76,661.27,344.74,908.08,534.66,410.78,540.51,312.39,468.03,441.09,704.46,505.41,536.52,528.66
4.2.3.4,9877.7,4489.5,2983.3,7588,7989.7,195.75,11328,5929.5,22713,8616.3,9907.6,15803,8933.3,5812.9,8142.4,4730.6,8395.1,13382,4011.8,7387.8,797.06,2794.3,6334,204.01,6347.1,4621.7,8658,6101.5,154.54,9654.3,3933.2,14553,4075.2,7364.4,6675.8,159.72,8147.6,189.57,7951.1,4112,4231.4,3997.1,13454,6265.4,7980.9,9772.6,214.06,6488.2,6012.8,9584.1,7268.4,2.88E+05,7103.7,9131.2,5132.9,12580,5949.6,4498.5,6562.5,3397.9,5124.2,4886.2,9096.7,6814.5,6566.9,6573.1
4.2.3.5,5971.3,2055.9,1488.1,4660.5,4497.7,111.43,6309.5,3294.3,13405,5250.6,5080.2,10043,5293.9,3516.9,4880.8,3003.4,5346.4,8266,2222.7,5025.4,370.42,1452.9,3863.9,114.57,3867.3,2385.1,5297.1,3668.4,73.255,5956.1,2319.9,8822.9,2470.7,3009,4298.9,65.293,4931.8,92.279,4668.2,2363.1,2511.1,2454.7,7238.9,3034.8,4648.3,5000.3,107.53,3893.9,3426.4,5801.7,3964.6,1.25E+05,4238.3,5504.3,3060.4,7586.1,3638.1,2528.9,3943.3,1702,2910.6,3241.4,5476.9,4351.8,4119.4,3898.6
1.13.99.1,42.773,20.543,18.448,30.267,38.579,2.0685,44.409,26.099,80.411,53.23,33.86,63.7,63.95,24.99,43.828,23.974,37.569,62.725,19.687,25.058,9.2798,19.692,15.685,0,19.85,21.67,33.439,20.911,1.0337,33.451,16.657,99.173,24.942,26.63,31.392,0,43.846,0,55.328,25.898,16.627,17.706,57.806,46.29,40.68,35.122,1.0366,23.996,29.175,37.642,62.918,3091.8,40.7,34.479,31.361,49.082,23.011,34.119,30.33,36.064,41.48,27.992,49.141,36.597,28.207,24.021
4.2.3.6,4.019,0,12.042,5.0232,8.0369,0,6.0253,0,2.0088,10.047,3.0102,6.0267,16.073,3.0145,10.045,2.0096,10.042,6.0277,4.0158,4.0195,0,2.0095,3.0148,0,1.0048,4.0153,3.0143,5.0251,0,2.0088,1.0052,5.0285,1.0047,2.0067,2.0093,0,5.0232,0,1.0046,3.0154,3.0145,3.0144,15.068,3.0127,4.0176,4.0188,0,0,0,2.0092,3.0126,13.049,3.0151,4.0199,4.0203,3.0135,1.005,4.0174,6.028,0,6.0262,1.0048,7.0345,2.0096,1.0047,4.0202
4.2.99.20,1904.9,996.2,575.99,1481.7,1546,52.201,2716.4,1148.3,5990.4,1699,2361,2803.3,1868.4,1208.7,1642.3,1004.8,1623.7,2432.1,825.24,1552.4,139.54,541.46,1232,40.199,1205.7,937.58,1720.2,1195,18.063,1856.1,968.98,2839.9,817.75,1524.9,1260.8,25.113,1552,28.085,1556.1,977.87,899.21,791.78,3919.8,1396.9,1559.7,1906.8,47.234,1283.6,1184.5,1805.2,1672,51453,1379.9,1773.8,937.72,2364.5,1438,895.77,1589.4,567.63,1103.8,1129.4,1721.3,1246.9,1306.1,1561.9
4.3.1.1,1641.3,813.92,783.97,1239.1,1311.3,28.157,2097.3,948.29,3215.4,1423.9,1652.2,3668.1,1603.6,1052.9,1364,805.5,1266,2682.2,913.99,1220.9,152.69,535.92,961.45,29.197,976.47,878.89,1344.9,944.17,20.07,1953,776.57,2948.8,787.57,995.01,1132.1,24.167,1116,35.166,1282.7,845.48,769,757.66,2607.8,921.17,1163.3,1690.4,34.19,1166.1,1047,1706.1,1221.2,54423,1201,1563,905.24,2572.3,950.27,734.48,1077.1,685.01,991.55,932.88,1316.6,1223.7,1155.5,1007.8
4.3.1.17,9451.4,3796.3,2644,7619.4,8076.7,194.08,11603,5727.9,21068,9063.4,8540.3,18376,8529.5,6002.8,8321.7,5003.9,8451.8,14611,3742.4,7473,680.08,2725.9,6641.7,199.34,6579.9,3834,8726.4,6388,130.45,11089,4031.7,15463,4127.9,4880.7,7058.3,148.02,8059.7,177.84,7989.5,4012,4465.2,3995.6,12363,5032.8,8220.7,9337.6,196.09,6662.7,6027.6,10534,7088,2.19E+05,7257.2,9299.8,5431.4,13640,6263.8,3975.8,6791.2,2992.5,5185,4671.4,8958.9,7334.1,7428.7,6995
4.3.1.18,2676.1,1092.3,656.48,2103,2101.6,50.28,2822.3,1718.6,5415,2415.4,2215.7,3738.7,1999.5,1623.1,2352.1,1368.6,2452.6,3100.3,979.34,2007.3,136.62,677.69,1735.8,67.454,1853.4,1062.7,2407.2,1706.3,24.084,2418.6,1122.6,3337.8,1072.2,1438.8,1873.8,33.23,2063.2,52.247,2153.2,1022.6,1119.8,1074.6,2947.8,1194.4,2225.1,1772.9,38.213,1748.7,1558.9,2238.9,1741.3,38948,1922.2,2438.1,1427.3,3000.4,1708.5,1155.5,1814.2,786.61,1259.1,1067.6,2259.1,1917.5,1778,1842.5
4.3.1.19,6448.4,2943.2,2332.8,5386.7,5664.4,129.72,8697,4071.7,15608,6043.6,7052.8,13231,6707.9,4188.6,5759.6,3337.6,5836.5,10737,2940,4971,471.13,1849.1,4593.1,118.8,4419.8,3029.4,5759.9,4251.3,117.41,7693,2836.7,11141,2926,4511.2,4668.3,75.522,5501.8,134.64,5660.4,2948.1,3131.3,2813.3,9204.6,4335.6,6120.3,6591.9,135.76,4590,4130.7,7467.1,5281.3,2.00E+05,5074.5,6231,3455,9553.1,4081.6,3301.6,4758.8,2514.7,3533.8,3690.3,6274.3,4884.7,4823.1,4697.9
4.3.1.2,142.81,33.16,57.217,72.412,128.71,3.0168,119.65,44.247,332.6,108.6,105.46,104.83,99.472,66.374,75.387,43.241,106.5,137.03,32.176,68.385,28.127,33.181,79.451,1.0068,49.276,37.164,121.72,64.352,3.0105,70.541,33.195,237.84,49.286,42.17,44.278,0,111.6,2.0095,104.54,44.287,34.178,36.223,91.553,48.218,101.55,143.72,1.0056,64.393,94.543,77.551,90.536,14779,65.38,86.5,51.297,119.85,77.43,41.195,66.373,34.2,67.377,54.284,81.472,75.413,71.401,83.477
1.14.11.1,145.01,47.264,23.573,149.21,170.99,3.1027,220.02,99.168,258.76,178.48,102.61,180.67,242.42,112.46,134.62,123.01,139.82,186.13,66.315,104.41,10.311,38.355,160.03,2.0793,109.71,56.75,133.76,151.59,5.1686,146.36,103.06,192.12,115.37,57.379,89.997,0,152.42,2.0729,248.44,60.078,84.179,77.068,288.03,94.622,196.08,156.96,1.0366,133.53,96.916,158.94,184.61,2296.7,172.26,207.92,110.81,219.31,151.69,56.865,154.79,59.764,101.62,105.75,232.11,143.2,149.39,177.55
4.3.1.24,6.0341,4.0194,2.0076,5.0286,4.0223,0,15.082,3.0168,13.063,6.0335,4.0176,11.088,9.043,2.0113,7.0361,10.056,6.0284,8.0607,5.0274,10.057,0,3.0164,6.0342,0,6.0338,0,9.0533,7.0385,0,3.0232,5.0296,26.202,0,7.0283,2.0126,0,1.0054,2.0095,2.0104,2.013,2.0104,2.0124,10.061,5.0227,6.0328,4.0201,0,3.0184,4.0231,3.0215,6.0358,6.0243,6.0351,4.0233,6.0349,9.0646,1.0056,4.019,4.0226,5.0295,5.0282,0,6.0349,4.022,1.0056,8.046
4.3.1.29,269.52,105.51,85.323,255.45,216.2,7.0392,377.04,157.88,676.24,235.31,277.21,381.03,223.06,218.23,239.23,157.88,251.18,434.27,107.59,209.18,16.073,74.406,161.92,4.0271,170.96,128.57,236.39,151.83,9.0314,295.26,103.61,378.92,141.82,184.75,215.35,8.0557,265.44,5.0238,220.14,133.87,139.73,135.84,393.38,249.13,208.13,303.52,5.028,187.14,168.97,240.71,280.66,8330.6,236.38,289.68,172,360.57,184.02,140.67,195.1,93.548,133.75,115.61,286.66,214.17,209.17,227.3
4.3.1.3,4983.1,1783.6,1354.1,4236.1,3929.8,114.64,5844.6,2932.4,13648,4691.1,5758.2,12009,4419,3361.9,4466.9,2722.2,4590.6,8887.9,2101.5,3864.7,352.6,1390.6,3606.5,96.651,3491.6,2074.2,4870.7,3320.2,83.29,6657.1,2071.2,7362.8,2370.7,2897.7,3494.9,66.459,4141.4,121.58,4614,2146.9,2383.4,2077.8,6763.9,2715.3,4429.1,4641.2,75.42,3640.2,3018.3,6173.9,3825.7,1.13E+05,3850.4,5117.6,2856.5,8665.8,3338.5,2129.1,3714.9,1573.2,2653.9,2939.4,5061.3,4042.1,3732.9,3569.4
4.3.1.30,51.29,7.0339,15.057,25.143,41.228,0,87.473,29.163,100.48,55.307,27.119,91.729,37.177,37.209,49.253,23.129,25.118,75.569,10.055,16.091,5.0227,9.0493,34.194,0,27.152,29.129,35.207,49.27,0,66.51,25.148,116.9,20.117,14.057,31.196,1.007,41.223,0,49.256,7.0457,13.068,15.093,48.292,12.055,51.279,55.276,0,35.215,31.179,38.272,29.173,2450.9,44.258,36.209,16.093,78.56,30.167,18.086,32.181,4.0236,30.169,28.147,45.262,25.138,31.175,28.161
4.3.1.7,3826.6,1337.4,926.51,3413.4,3139.4,94.527,4692.4,2346.1,7254.8,3680.5,3897,10181,3341.9,2520.2,3513,2013.2,3412.1,7419.8,1692.2,2939.5,242.1,1127.1,2804.9,83.563,2768.5,1610.1,3644.5,2662.6,56.196,5699.7,1728.2,6784.3,1806.5,2006.1,3274.6,56.39,3274.7,82.39,3514.3,1706.1,1897.9,1574.7,5631,1954.8,3576.5,3509.5,79.442,2756.8,2400.8,5312.8,2997.8,83057,3090,4080.6,2177.6,7116.8,2819.6,1595.6,2878.2,1212.1,1975.1,2147.2,3900.6,2979.3,3204,3062.5
4.3.2.1,8444.3,3330.3,2351.3,6285.5,6685.7,180,8979.6,4549.3,21652,7154,8245.1,15893,7310.4,4812.3,7047.9,3856.1,6856.5,12012,3327.2,6693.1,640.59,2186.9,5115.6,151.02,5272.8,3379.4,7620.6,5009.5,134.47,9126.9,3407.5,11767,3316.8,5349,5500.8,116.52,6607.6,169.8,6487.9,3482.3,3719,3244.6,10118,4644.5,6462,7208.2,142.8,5294.1,5085.8,9074.9,5753.7,2.39E+05,5873.9,7563.9,4322.7,11555,5007.8,3686.2,5304.3,2539.8,4388.5,4126,7232.5,5759.8,5582.1,5351.4
4.3.2.2,5707.3,2637.3,1877.7,4328,4380.1,119.67,6724.6,3277.8,16484,4979.4,5965.7,10953,5571.7,3379.8,4587.4,2630.7,4987.2,8345.5,2521.5,4304.9,530.15,1554.5,3391.3,108.73,3612.4,2620.2,4821.6,3308.8,82.286,6263.9,2336.4,9698.7,2192.4,3816.3,3710.1,79.356,4601.4,132.63,4450.2,2466.7,2541,2267.3,8200.3,3709.4,4407.8,5800.1,86.482,3642.7,3450.8,6277.8,4433.6,2.10E+05,4034.6,5062.4,2781.3,8012.8,3514.2,2504.3,3787.5,1953.9,2976.3,3281.7,5166.5,3957.2,3620.9,3672.9
4.3.2.3,1143.3,389.68,245.87,995.3,960.85,14.078,1150.7,835.29,2019.6,1197.4,1011.2,2084.2,862.83,760,1056.4,701.65,1104.9,1946.6,461.11,977.42,71.289,338.84,798.3,28.19,891.03,421.8,1160.6,794.52,16.056,1421.5,521.99,1766.3,484.74,434.62,912.94,17.077,1111.7,19.09,961.58,446.48,601.08,516.81,1505.6,575.55,1086.4,869.36,12.067,787.47,734.58,1396.5,850.95,18003,1030.8,1303,734.03,1687.6,886.09,495.04,1077.6,306.55,596.06,515.62,1124,933.99,933.87,956.43
4.3.2.9,655.6,185.8,203.72,541.88,487.46,20.112,773.82,350.8,1185.8,614.26,608.52,1307,509.26,423.23,554.82,342.78,539.4,1008.5,286.31,577.2,18.073,174.95,436.35,10.068,451.55,269.15,657.77,438.5,2.007,754.97,299.72,973.8,317.8,453.7,484.62,8.0361,545.78,12.057,568.71,266.48,295.51,268.46,1004.1,343.52,645.2,541.72,17.095,497.83,371.81,770.15,569.64,3795.7,594.33,594.21,336.85,1037.3,409.35,284.17,556.87,234.18,368.89,399.03,644.43,531.84,490.56,442.51
4.3.3.6,973.03,209.87,162.54,572.91,520.5,11.062,880.28,370.86,4242.5,706.55,990.09,1257.7,929.87,448.26,559.6,372.89,661.89,1030.4,278.23,692.62,35.142,225.07,452.39,18.122,449.32,296.22,842.53,419.12,13.045,630.24,323.81,1167.1,301.61,471.76,581.03,7.0316,499.46,14.067,740.53,302.68,350.79,272.44,1258,348.51,552.52,971.47,8.0448,476.75,459.24,737.85,465.16,13013,627.46,673.55,321.73,864.32,412.07,309.28,461.25,237.2,414.93,635.22,632.33,584.92,391.04,439.33
4.3.3.7,7641.5,3009.5,2135.1,6013.5,6047.1,133.75,8922.3,4259.4,17504,6651.4,7374.5,15344,6819.3,4701.7,6524.3,3737.9,6550.6,11930,3355.8,5605.3,494,2139.1,4885.8,157.06,4743.5,3168,6581.4,4590.3,108.38,8810.3,3051,13003,3297.6,4758.8,5163,112.51,6004.6,152.72,6109.1,3380.8,3487.8,2946.5,10884,3777.4,6035.5,7106.7,148.83,5009.9,4462.8,8817,5680.3,1.84E+05,5496.3,6829,3741.1,11185,4534.8,3336.8,4900.9,2627.3,3834.8,4081.7,7077.2,5398.9,5006.1,4981.4
4.3.99.3,2716,1443,1035.5,2004.2,2341.2,59.331,3562.3,1611.1,9036.4,2353.8,3436.2,4306,2943.2,1662.4,2010.3,1358.9,2194.6,3675.4,1266.6,1895.9,318.29,937.44,1699,52.352,1833.5,1416.8,2312.4,1611.2,47.164,2608.4,1227.8,4979.6,1241.6,2370.9,1758.2,39.176,2344.6,59.281,2058.8,1310.3,1322.4,1197.3,4039.4,2025.3,2320.6,3029.9,61.342,1800,1864.1,2549.3,2255.5,1.33E+05,1937.7,2455.9,1463.9,3366.8,1708.6,1365.6,1730.4,1009.1,1594.4,1450,2480,1799,1732,1844.8
4.4.1.15,1038.7,353.51,267.22,986.08,907.56,25.038,1167.2,767.79,2350.2,1014.1,849.65,2778.3,993.49,676.32,896.08,597.87,900.23,1979,401.9,711.46,60.515,233.81,837.95,27.977,809.18,419.09,946.97,690.09,7.249,1533.7,467.15,1628.9,478.29,553.71,881.51,9.2657,901.35,28.987,954.02,432.74,511.25,377.02,1621.1,572.13,1057.1,889.79,24.063,718.59,668.45,1392.8,733.79,26588,927.09,1125.8,640.26,1796.7,697.14,416.96,897.42,318.74,521.26,477.77,1076.4,970.76,886.54,779.21
4.4.1.17,36.907,8.4673,6.3878,21.89,25.21,2.0865,71.286,12.484,20.963,24.096,29.443,25.441,25.42,19.8,39.733,13.564,24.16,25.237,3.1646,34.68,1.1003,6.2629,19.876,0,15.702,17.723,42.181,19.987,0,22.181,13.678,21.087,10.582,13.505,19.868,0,32.604,4.4595,23.09,15.755,10.563,8.3319,79.726,14.972,42.91,15.965,0,27.196,12.652,15.803,39.065,95.624,24.094,19.805,17.698,16.87,19.74,10.556,10.459,13.858,16.747,19.196,19.836,19.854,18.818,23.103
4.4.1.19,338.49,195.81,136.27,237.66,240.55,8.3458,353.24,235.12,1189.1,268.2,585.71,505.63,407.78,202.17,292.77,147.12,313.03,361.74,179.33,256.42,17.604,112.73,188.3,8.2895,231.34,191.82,254.14,207.24,7.249,282.02,145.19,481.83,176.71,291.92,186.13,3.0886,254.52,10.034,244.54,131.29,161.61,136.43,631.43,204.26,299.32,348.04,5.231,226.98,216.14,320.28,293.52,8267.5,224.18,284.57,150.96,370.09,194.29,200.56,215.46,156.7,171.66,201.56,287.1,222.57,187.14,218.43
4.4.1.21,888.93,389.5,316.19,544.11,584.03,9.3891,1042.7,364.13,4780.8,658.97,718.21,946.6,719.17,370.99,597.04,314.07,787.83,756.07,349.16,759.8,83.621,182.67,399.62,11.398,451.17,381.56,740.28,401.85,18.64,514.39,375.61,961.55,315.33,502.81,513.43,12.354,579.51,13.378,528.96,368.67,380.27,271.83,1194.8,611.7,523.29,811.03,11.508,464.42,492.38,558.38,597.59,48850,455.69,699.44,351.88,681.14,365.71,415.9,452.89,257.98,394.61,626,599.25,503.66,457.91,399.06
4.4.1.22,3137.1,1161.1,815.5,2543.4,2539.9,69.896,3459,1976.7,6401.9,2854.8,2794,5895.9,2668,2060.2,2664.2,1587,2708,4814,1277.4,2395,170.54,901.85,2261.7,68.389,2118.7,1336.5,2879.9,2121.8,39.352,3718,1373,4677,1245.4,1732.8,2317.2,54.565,2538.9,59.088,2637.5,1304.5,1411.2,1338.3,3925.7,1544.2,2686.6,2425.6,41.848,2207,2027.5,3362.9,2198.2,66830,2448.1,3111.5,1649.1,4298.7,2154.8,1216,2323,1051.1,1700.9,1721.2,2947.2,2458.8,2351.2,2290.4
4.4.1.3,276.28,82.556,69.201,210.56,222.69,7.3026,293.65,141.49,208.47,215.81,234.5,660.4,208.65,146.94,212.26,155.47,232.15,516.32,127.64,158.69,3.3008,72.023,149.6,6.2171,180.05,100.08,275.23,128.34,3.1067,309.48,102.06,694.8,120.63,83.109,199.73,9.2657,189.31,5.5744,227.75,110.29,110.91,116.65,348.67,82.345,262.69,192.65,5.231,184.09,141.28,337.13,211.16,2983.5,236.75,253.3,141.59,467.09,164.16,84.447,168.4,95.942,126.65,143.97,263.09,194.36,199.68,199.53
4.4.1.5,608.44,321.76,209.73,505.55,581.93,13.562,790.53,419.27,1607.2,576.2,747.65,1375.9,720.23,432.47,564.62,329.72,523.12,1064.2,332.28,546.47,66.017,209.81,423.68,16.579,435.47,355.49,540.97,458.66,12.427,782.68,305.12,1232.5,322.74,474.76,478.92,9.2657,555.32,16.723,559.4,274.14,308.44,265.58,947.15,456.64,500.27,618.38,9.4158,476.97,430.17,734.32,547.97,28890,515.4,600.42,357.09,928.92,420.78,343.07,420.47,238.79,394.61,318.87,608.65,522.47,424.45,491.47
4.4.1.8,11129,3662.1,2871.3,8406.7,9138.6,183.61,10457,6440.9,24678,9244.4,9247.3,17387,8207.4,6617.3,9075.8,5238.9,9711.3,13615,4136.1,8343.1,922.03,2767.1,7249.7,194.8,7195.8,4186.7,9615.2,6763.1,138.77,10150,4327.4,15013,4378.6,6058.6,7864.6,150.31,9376.3,181.72,8528.5,4302.2,4382.6,4500.3,12834,5531,8568.4,9689.7,206.1,6983,6841.6,10122,6890.3,3.40E+05,7850.4,10047,6161.1,13040,6982.9,4277.3,7516.1,2943.3,5291.1,4576.1,10652,8050.3,7075.6,7186.1
4.4.1.9,0,0,0,0,2.1008,0,5.3198,0,0,9.4288,2.1031,0,0,1.0421,3.1368,0,1.0504,0,0,0,0,0,3.1384,0,0,0,0,0,0,0,0,0,2.1163,0,0,0,0,0,0,0,1.0563,0,20.197,0,0,0,0,3.1379,0,0,0,2.25,10.476,1.0424,0,0,0,0,3.1378,0,1.0467,0,0,0,0,0
4.6.1.1,4277.3,1701.8,1414.5,3366,3765.8,86.332,5154.6,2486.2,10055,3626.8,4563.7,8359.8,3954.4,2549.2,3417.4,2014.1,3522.9,6520.5,1996.3,2805.9,579.07,1222.3,2720.1,69.344,2595.5,1952,3375,2593.3,63.22,4818.3,1821.8,6479.4,1830.9,2736.3,2920,49.221,3760.9,86.261,3500.7,1650.7,2011.8,1701.9,5614.1,3042.9,3527.3,4177.4,67.31,2941.4,2799.2,5005,3198.7,2.47E+05,3205.9,4102.7,2082,6325,2498.9,1798.9,2785.2,1490.6,2166.9,2087.2,3999.1,3130,3000,2684.6
4.6.1.12,1751.9,580.33,450.42,1268.6,1341,42.162,2286.1,927.19,5687.5,1498.9,1759.3,3282.1,1683.5,1098.8,1337.7,816.68,1679.6,2606.4,710.61,1235.7,132.47,449.94,1022.9,33.164,1041.4,699.5,1714.6,992.7,27.094,1908,667.22,2979.4,729.15,1009,1266.6,27.122,1304.5,39.118,1429,651.06,852.74,643.98,2093,985.86,1257.1,1881.3,33.153,1133.6,1063.6,1943.5,1135.5,45239,1160.4,1626.8,795.84,2447.8,1005.8,744.87,1073.7,586.59,927.82,1068.7,1380.2,1248.6,1160,1053.9
